timestamp,priority_tag_p1,policing_rate_kbps_p1,policing_burst_kbps_p1,rx_mbps_p1,tx_mbps_p1,rx_pps_p1,tx_pps_p1,avg_rx_pkt_bytes_p1,util_rx_pct_p1,drop_p1,delay_ms_p1,last_payload_bytes_p1,priority_tag_p2,policing_rate_kbps_p2,policing_burst_kbps_p2,rx_mbps_p2,tx_mbps_p2,rx_pps_p2,tx_pps_p2,avg_rx_pkt_bytes_p2,util_rx_pct_p2,drop_p2,delay_ms_p2,last_payload_bytes_p2,priority_tag_p4,policing_rate_kbps_p4,policing_burst_kbps_p4,rx_mbps_p4,tx_mbps_p4,rx_pps_p4,tx_pps_p4,avg_rx_pkt_bytes_p4,util_rx_pct_p4,drop_p4,delay_ms_p4,last_payload_bytes_p4
1708215410,4.0294757,9.278377,8914.857,18655.725,65.92256,0.4693177,0.5491179,9.271364,138.89023,0.40120316,1000000.5,100000.5,4.2775035,4.9017506,8306.093,10621.973,66.02772,0.3579117,0.46393523,531.8196,2336.2107,0.4935724,1000000.56,100000.5,4.7794604,0.69460446,8095.5854,1496.2404,65.36123,0.3963322,0.48806205,8.562849,131.9961,1.532794,1000000.5,100000.48
1708215411,3.3873029,8.974237,7741.3047,17359.299,65.952835,0.47941732,0.5021958,9.767416,138.7779,0.44626945,1000000.5,100000.49,4.270472,5.0863457,8254.528,11871.508,66.08036,0.3846808,0.43543518,598.07214,2331.675,0.49547094,1000000.44,100000.48,4.135224,0.65988517,9036.218,1518.6471,65.488785,0.47716472,0.48041525,8.4864645,131.92516,1.5210924,1000000.5,100000.52
1708215412,4.367293,8.802074,8052.935,17486.484,65.89298,0.48880497,0.54688436,9.290313,138.62762,0.5164106,1000000.44,100000.43,4.3517714,4.998383,7937.654,11046.774,65.96378,0.3889993,0.477573,510.81757,2407.1665,0.5176194,1000000.5,100000.48,4.315371,0.7625802,8435.048,1740.668,65.19826,0.4857716,0.5014704,8.726415,131.83351,1.5909929,1000000.5,100000.49
1708215413,4.056839,8.867315,7390.1294,17647.275,65.79237,0.5119312,0.5230774,9.482893,138.70291,0.4673765,1000000.5,100000.39,4.318384,5.506635,8529.225,10004.067,65.91532,0.3696175,0.46125752,535.63983,2330.1914,0.5219203,1000000.5,100000.48,4.2948866,0.6698629,8188.035,1599.1139,65.18602,0.4249424,0.5267076,8.52226,131.81317,1.4733114,1000000.5,100000.53
1708215414,3.756887,9.156914,7624.934,18785.193,65.90955,0.4637798,0.5536179,9.342905,138.81396,0.4251049,1000000.56,100000.5,4.3368526,5.6238565,8442.126,10503.703,66.059746,0.42141032,0.4453735,513.0185,2328.278,0.501853,1000000.5,100000.48,3.7896311,0.69385296,9090.05,1675.7998,65.306755,0.46851137,0.47659105,8.46814,131.9988,1.4792136,1000000.44,100000.51
1708215415,3.8497014,9.7594795,8726.264,16299.445,65.74607,0.4136587,0.46620086,9.446472,138.70976,0.37309694,1000000.5,100000.5,3.933513,5.090346,8536.182,11069.913,66.10099,0.40519342,0.48331207,568.053,2395.2927,0.62016344,1000000.5,100000.484,4.3233857,0.7413358,7791.211,1690.0883,65.50068,0.41221666,0.46818838,8.306575,131.93753,1.5476767,1000000.5,100000.51
1708215416,4.3515325,9.436863,8202.256,18845.662,65.687004,0.40978262,0.48415908,9.316211,138.61415,0.44826847,1000000.5,100000.445,4.4295673,5.6603975,7605.3755,11374.149,65.96224,0.40309754,0.45122707,498.2782,2402.355,0.4952158,1000000.5,100000.42,4.5260086,0.74842477,7493.54,1676.2938,65.3636,0.43264666,0.51005346,8.629577,132.27907,1.4806534,1000000.5,100000.48
1708215417,4.3547587,8.50345,8980.205,17205.645,65.915016,0.43019176,0.5077848,9.428243,138.694,0.49633673,1000000.5,100000.48,4.2574825,5.4538426,9126.491,10786.739,65.98432,0.3958052,0.49955064,494.997,2349.7021,0.5354269,1000000.5,100000.49,4.360254,0.7326388,8792.758,1599.5181,65.580055,0.47735235,0.48949358,8.72512,132.13443,1.5132046,1000000.5,100000.516
1708215418,4.241363,9.610999,8116.073,17224.912,65.89461,0.53621906,0.503141,9.176428,139.04015,0.5191705,1000000.5,100000.484,3.6084738,5.1468077,8972.197,10471.548,66.00777,0.42608726,0.4388332,551.2697,2281.1848,0.5317504,1000000.44,100000.484,4.3110304,0.73046476,8814.391,1658.5288,65.09481,0.39940846,0.5138438,8.690916,131.96576,1.4961895,1000000.5,100000.49
1708215419,3.9513628,7.9234247,8745.804,17025.393,65.96821,0.4703669,0.5509261,9.412171,138.8664,0.50334704,1000000.5,100000.46,4.4302144,5.3434124,9604.377,10216.534,65.8647,0.39151362,0.42679986,418.86,2322.5476,0.59140754,1000000.56,100000.484,4.299385,0.7672313,8650.224,1581.6981,65.505974,0.4732773,0.462691,8.408855,131.41724,1.6240386,1000000.44,100000.47
1708215420,3.793092,9.292898,8306.233,16294.922,65.9547,0.4780439,0.5001222,9.492649,138.77328,0.5128397,1000000.56,100000.445,4.399409,5.371565,8690.445,11251.45,66.02642,0.42244354,0.47840333,588.66644,2270.9558,0.51837677,1000000.5,100000.5,4.3470135,0.78248477,9080.467,1646.1274,65.43558,0.44385722,0.45313329,8.491052,131.96289,1.4735394,1000000.44,100000.58
1708215421,4.2161794,9.110752,8903.941,16241.63,65.88648,0.463355,0.50369227,8.897236,138.5838,0.44123894,1000000.56,100000.414,3.9065382,5.927249,8372.206,11537.845,65.95353,0.43310684,0.5541511,552.99756,2297.084,0.47441313,1000000.5,100000.46,3.924353,0.6699817,8061.3594,1675.0857,65.44111,0.4107604,0.5404264,8.32706,132.30627,1.4905692,1000000.5,100000.53
1708215422,4.0285916,9.388622,8661.165,16027.149,65.864655,0.43962073,0.5520029,9.256841,138.46944,0.42953455,1000000.56,100000.45,4.713918,5.47296,8937.792,9963.693,65.698494,0.396597,0.5429436,637.4174,2369.0066,0.5396495,1000000.44,100000.53,4.1704473,0.6165022,8956.768,1640.1892,65.49012,0.48732775,0.46271515,8.104894,132.14885,1.532524,1000000.44,100000.52
1708215423,3.7348301,7.625609,8147.924,18408.348,66.13432,0.48159117,0.54957974,9.562855,138.52658,0.50742775,1000000.5,100000.484,4.421391,5.3359623,9347.757,11084.404,65.9178,0.3915549,0.47041646,479.55276,2341.9148,0.45940727,1000000.56,100000.47,4.325828,0.73787826,8052.7314,1554.9471,65.51733,0.43268728,0.51392335,8.422291,131.88635,1.5249954,1000000.56,100000.51
1708215424,4.009968,8.603128,8160.674,15795.378,65.87935,0.4482325,0.5362256,9.172589,138.80719,0.49413818,1000000.5,100000.48,4.200511,5.447747,8790.495,10923.521,66.14914,0.40371117,0.54978895,562.6899,2368.4026,0.49523237,1000000.5,100000.516,4.6196356,0.71272355,8938.182,1466.9955,65.314896,0.446351,0.518721,8.847879,132.0075,1.5033389,1000000.44,100000.48
1708215425,4.000471,9.93315,8455.837,18692.268,65.847206,0.50871426,0.54312587,9.574985,138.88562,0.44552076,1000000.56,100000.484,4.219429,5.698928,9307.766,10401.054,65.77264,0.40860423,0.4790362,574.34485,2324.2322,0.5821617,1000000.4,100000.44,3.8556135,0.73047364,9586.293,1725.3218,65.26334,0.42913294,0.4948163,8.233833,131.78047,1.4875543,1000000.44,100000.555
1708215426,3.8448496,9.170474,7340.8145,18745.594,65.91891,0.43060026,0.53226906,9.315846,138.7864,0.422914,1000000.5,100000.46,3.999274,4.8750176,9082.6045,10837.078,65.74957,0.38756177,0.47517538,522.32385,2509.661,0.5402363,1000000.5,100000.46,4.381328,0.7203503,8162.6704,1561.2952,65.35528,0.47944254,0.5694889,8.523142,132.2802,1.5356294,1000000.5,100000.49
1708215427,4.621135,9.0338745,7800.5806,18100.246,65.80021,0.4370308,0.48572055,9.100635,138.76845,0.48843738,1000000.5,100000.48,3.9256353,5.643719,8882.217,10726.85,65.90967,0.3642626,0.4259349,521.4441,2309.3306,0.51888776,1000000.5,100000.46,4.3764772,0.7282184,9066.253,1610.7954,65.29629,0.47760963,0.46864575,8.620625,131.74307,1.5124922,1000000.5,100000.484
1708215428,3.9876084,8.986364,8602.739,15420.264,66.00747,0.4276231,0.55902267,9.3954935,138.67174,0.44428128,1000000.5,100000.44,4.4293137,5.6082864,8603.235,11021.984,65.864006,0.42024413,0.45997995,548.84686,2371.9604,0.53020436,1000000.5,100000.53,3.9525626,0.7136668,8535.825,1600.3411,65.23395,0.45261043,0.44566393,8.679697,132.17874,1.5503484,1000000.44,100000.5
1708215429,4.082712,9.53057,8052.765,18220.045,65.83788,0.51308733,0.5468298,9.40083,138.57498,0.43778503,1000000.5,100000.4,4.2731357,5.804161,8409.64,11648.4795,66.122215,0.38652053,0.4524116,595.5045,2282.3286,0.5204879,1000000.5,100000.43,4.5987477,0.76627177,8386.491,1683.1224,65.41136,0.43994284,0.45848,8.422579,132.04388,1.5885842,1000000.5,100000.55
1708215430,4.3925633,8.630429,8580.227,16463.232,65.73939,0.45896468,0.50121987,9.13956,138.50902,0.49010435,1000000.56,100000.41,4.2045965,5.952282,9191.249,12130.761,65.687485,0.36528212,0.4918465,559.0142,2392.052,0.50184387,1000000.5,100000.47,4.2864513,0.74082476,8001.776,1697.3966,65.249596,0.4153706,0.52637005,8.406491,131.93947,1.4924918,1000000.44,100000.52
1708215431,4.370402,8.936078,8034.7607,17147.451,65.93804,0.44597203,0.49514744,9.56828,138.5808,0.44365284,1000000.44,100000.51,3.741143,5.396013,9359.3,9308.711,65.93812,0.39417356,0.43151796,515.29236,2391.3848,0.55428547,1000000.5,100000.42,4.4500313,0.7576649,8764.157,1608.4293,65.400856,0.4658601,0.49125218,8.557104,131.89986,1.5407523,1000000.5,100000.45
1708215432,4.0782924,8.867525,8672.13,16839.855,65.75905,0.41303894,0.53173745,9.271927,138.74533,0.48817852,1000000.44,100000.44,4.655504,5.1434336,8701.439,11259.264,66.10182,0.42913318,0.5010882,516.2756,2342.7563,0.50520086,1000000.5,100000.45,4.5092545,0.6786796,8399.805,1716.2086,65.30382,0.4411572,0.44623217,8.589435,131.88768,1.5378511,1000000.44,100000.45
1708215433,4.096443,9.406198,7412.9497,17010.938,65.86427,0.4365612,0.53441775,9.408606,138.80302,0.42755303,1000000.5,100000.43,4.3541765,5.4988227,8885.327,11639.986,65.72593,0.3894425,0.47975066,542.77985,2341.0022,0.5707599,1000000.5,100000.45,4.2116504,0.775747,7776.5986,1523.9897,65.36954,0.47269672,0.47985962,8.517936,131.98004,1.5376656,1000000.5,100000.516
1708215434,3.9173625,8.220155,8797.709,18663.193,65.948975,0.47855398,0.5054204,9.276305,138.74191,0.4774902,1000000.5,100000.484,4.4381003,5.3600054,8986.886,10715.52,66.17486,0.38111997,0.4807033,568.769,2386.764,0.47614136,1000000.5,100000.45,4.118361,0.78920853,9096.329,1668.375,65.26942,0.4488124,0.5109392,8.467388,131.9193,1.5236924,1000000.44,100000.484
1708215435,3.9635682,9.0531025,7593.109,17365.82,66.076355,0.39492905,0.5392915,9.377758,138.53822,0.49883005,1000000.5,100000.44,4.6451635,5.1371264,9076.729,11219.873,65.90379,0.38510546,0.45966083,592.2009,2242.55,0.47551355,1000000.56,100000.414,4.2075996,0.73106414,8485.001,1682.5692,65.434715,0.4724665,0.44732726,8.205879,131.76797,1.5668709,1000000.5,100000.516
1708215436,3.7996285,8.746983,7821.461,18737.035,66.09375,0.443433,0.57917356,9.178293,138.64667,0.48651052,1000000.44,100000.46,4.7593436,5.0740976,9372.524,11225.735,65.83629,0.46582645,0.4291226,543.11084,2405.7842,0.45382667,1000000.56,100000.44,4.8083067,0.6602699,8548.071,1766.31,65.3969,0.40811825,0.5394177,8.1932535,132.04529,1.5042654,1000000.5,100000.49
1708215437,4.3990893,8.543376,8329.18,18182.857,65.70283,0.43298206,0.5498598,9.371991,138.6507,0.44284248,1000000.5,100000.414,4.3878284,5.4754367,8364.768,10221.806,66.093704,0.4309176,0.47075623,613.2698,2166.9187,0.4981592,1000000.56,100000.48,4.3835125,0.69980246,8479.515,1652.2041,65.331665,0.45432806,0.47524464,8.642387,132.06984,1.513355,1000000.5,100000.53
1708215438,3.6766012,9.057867,6738.069,17406.549,65.89465,0.4883265,0.5302675,9.323324,138.69672,0.50533855,1000000.5,100000.48,4.4641905,5.435142,9274.423,11300.326,66.069405,0.38859907,0.46346378,599.99475,2380.4033,0.521349,1000000.44,100000.43,4.393821,0.71850866,9174.148,1583.9133,65.26804,0.43871358,0.53038114,8.405051,131.75433,1.483606,1000000.5,100000.57
1708215439,4.4707317,9.354165,7830.0757,17775.264,65.721596,0.47481963,0.5144103,9.491919,138.84076,0.4735703,1000000.56,100000.45,3.8405406,5.174357,8371.135,11610.043,66.16865,0.38420472,0.47290978,583.5733,2416.894,0.48786858,1000000.5,100000.46,4.487399,0.78956914,8567.231,1547.5425,65.43366,0.4576397,0.53640485,8.456698,132.1077,1.5602088,1000000.5,100000.484
1708215440,4.2773943,9.415061,8036.1787,17025.281,65.84954,0.4672482,0.47761735,9.335919,138.65837,0.43048146,1000000.5,100000.445,4.273091,5.56218,9101.854,10631.543,66.06746,0.40334508,0.4693915,620.20233,2296.8398,0.52808875,1000000.5,100000.43,4.2912464,0.6904654,8508.659,1526.0187,65.3285,0.4144287,0.48679057,8.263617,132.05745,1.512853,1000000.5,100000.54
1708215441,4.125517,7.9569573,8498.313,16490.402,65.82023,0.4881168,0.5657664,9.435676,138.71443,0.4439687,1000000.5,100000.52,4.0640836,5.064027,8008.29,11896.61,65.8616,0.39823157,0.48529008,552.1854,2419.3506,0.49027717,1000000.5,100000.46,4.442958,0.7704427,7802.862,1472.4957,65.62101,0.42390752,0.5307585,8.498007,131.98907,1.4970847,1000000.44,100000.5
1708215442,4.1577287,8.615887,7940.135,18283.32,65.91662,0.4837905,0.5256665,9.119025,138.6104,0.43238643,1000000.5,100000.45,4.385808,5.307929,7596.231,10107.265,65.97241,0.3892443,0.428907,581.57367,2287.8276,0.4626475,1000000.5,100000.555,4.1343184,0.7160644,8453.761,1503.2693,65.34957,0.40447542,0.41863242,8.6300955,131.84477,1.4408181,1000000.44,100000.555
1708215443,4.1314273,9.125884,8754.936,16551.492,65.79507,0.43786985,0.5083265,9.071505,138.805,0.45574868,1000000.44,100000.5,4.3477864,5.4275293,8346.837,10833.954,66.06599,0.3942609,0.5293222,583.1175,2356.4272,0.4915338,1000000.5,100000.484,4.4478498,0.6353213,8364.093,1571.9447,65.22665,0.45371568,0.51400584,8.689199,131.81917,1.5076822,1000000.44,100000.49
1708215444,4.0559697,9.257412,8614.983,17483.54,65.91212,0.44266894,0.5387551,9.632294,138.66855,0.4404547,1000000.5,100000.52,4.0630717,5.695655,8501.989,9965.751,66.07597,0.3537116,0.4124612,587.08344,2365.892,0.54030734,1000000.5,100000.484,4.3660297,0.7317476,8637.445,1483.6576,65.446915,0.4071849,0.5060601,8.310065,132.06276,1.5186174,1000000.44,100000.52
1708215445,4.3161526,9.073438,7833.0923,17053.783,65.7975,0.44277406,0.538634,9.5750675,138.63585,0.50382674,1000000.5,100000.47,4.306888,5.3972006,8794.073,9938.942,66.03189,0.39220518,0.45342565,540.3223,2358.3574,0.5856332,1000000.5,100000.42,4.3300033,0.75219166,9009.087,1729.1261,65.442505,0.4133331,0.5010804,8.429415,131.75314,1.5118657,1000000.5,100000.484
1708215446,4.2139406,8.299969,8458.081,16227.416,65.97695,0.46295553,0.5178079,8.9549265,138.55478,0.4632597,1000000.44,100000.445,4.6586213,5.231265,9113.2705,13208.567,65.916664,0.38025665,0.45967492,517.98975,2267.1416,0.5066823,1000000.56,100000.56,3.7179658,0.7522233,9184.138,1344.8019,65.35737,0.4769261,0.52826834,8.40805,131.65872,1.6000959,1000000.5,100000.55
1708215447,3.8214397,8.823441,9224.105,18295.908,66.00363,0.43071947,0.52085215,9.678473,138.44781,0.4250503,1000000.5,100000.484,4.4402056,5.5367994,7999.61,10521.398,66.099236,0.42206258,0.37698174,594.07,2381.7654,0.5121888,1000000.5,100000.414,4.075951,0.7474759,8770.842,1666.4625,65.30848,0.41152555,0.448947,8.173832,132.12378,1.4168943,1000000.5,100000.49
1708215448,3.9603674,8.888589,9058.812,16394.857,65.814354,0.48425072,0.5207863,9.261095,138.79073,0.40418082,1000000.5,100000.44,4.2679925,4.9982743,8310.144,11855.011,65.892365,0.39792183,0.44673952,560.9663,2473.3481,0.51042634,1000000.5,100000.5,4.028024,0.7265642,8605.437,1510.6438,65.46898,0.45730957,0.49222937,8.434414,131.85156,1.50879,1000000.5,100000.5
1708215449,4.1227145,9.134995,7005.497,15688.589,65.844345,0.44514588,0.44410384,9.336762,138.97745,0.45051864,1000000.56,100000.44,4.339586,4.974605,8177.6606,12182.573,65.799385,0.41453436,0.51682395,647.1749,2360.586,0.4537348,1000000.4,100000.54,4.655632,0.6859682,8716.766,1600.1299,65.49228,0.50401354,0.4733866,8.676712,132.34583,1.5897251,1000000.44,100000.53
1708215450,4.0788894,8.830473,8662.067,17504.178,65.862915,0.44652998,0.53553224,9.534465,138.5654,0.4122473,1000000.5,100000.46,4.2667785,5.38183,9001.701,10793.273,65.94052,0.35555765,0.46179852,597.54407,2269.931,0.52558947,1000000.56,100000.54,4.118391,0.6833847,9105.349,1502.9442,65.45611,0.41063043,0.4624894,8.466322,131.79964,1.5440196,1000000.44,100000.555
1708215451,4.3625484,8.72182,8489.53,16340.201,65.80309,0.41949087,0.50834966,9.574348,138.6009,0.41249704,1000000.56,100000.5,4.2074265,5.5438375,8991.041,10850.468,66.00037,0.41688532,0.49738356,531.991,2349.068,0.46388265,1000000.5,100000.51,4.300565,0.7336499,8936.985,1474.6056,65.30078,0.41127092,0.56323975,8.406836,132.30304,1.4891363,1000000.44,100000.49
1708215452,3.7685928,9.391444,8446.1875,16224.342,65.97889,0.46864912,0.5577238,9.566385,138.55765,0.4633249,1000000.5,100000.414,4.61615,5.1976647,7695.331,10721.609,65.98469,0.4018446,0.42880547,524.2172,2383.9558,0.5209891,1000000.5,100000.46,4.3749194,0.7680544,7970.097,1664.5809,65.475044,0.4364144,0.4891535,8.421285,131.95065,1.5148802,1000000.5,100000.555
1708215453,4.4698367,8.969731,8229.47,16683.328,65.80994,0.455417,0.5199637,9.296084,138.74786,0.49257407,1000000.5,100000.47,4.724278,5.50785,8593.161,11913.83,66.035675,0.3892248,0.4982104,491.92136,2220.4263,0.48328176,1000000.5,100000.445,5.0689416,0.8014812,8591.536,1611.2743,65.52115,0.45112348,0.4647892,8.331564,132.20958,1.4871207,1000000.5,100000.5
1708215454,3.645034,9.237148,8151.3555,17280.559,65.86503,0.43112046,0.5487619,9.260609,138.48259,0.50344175,1000000.56,100000.46,4.325566,4.62154,9287.282,10200.788,65.99491,0.3721299,0.46799862,513.5999,2524.1204,0.5606267,1000000.44,100000.43,4.2058015,0.7397339,8806.621,1572.7891,65.13773,0.41735837,0.4733022,8.504584,131.9743,1.4932631,1000000.5,100000.47
1708215455,3.4945529,8.918949,7916.5317,18341.75,65.8876,0.43953633,0.6121728,9.526463,138.74191,0.41471756,1000000.5,100000.46,4.7181935,5.2697377,10197.778,10178.928,66.04447,0.3726914,0.4415202,553.5933,2331.5444,0.5015882,1000000.56,100000.48,4.189876,0.77203274,8305.14,1867.7042,65.59685,0.4490965,0.53810966,8.180497,132.148,1.4884012,1000000.5,100000.49
1708215456,3.8467178,8.51649,8733.469,17511.588,65.85484,0.46551955,0.53258574,9.280196,138.54352,0.4520034,1000000.5,100000.42,4.47109,5.545697,8415.499,11056.766,66.15413,0.32999668,0.4707716,624.23425,2345.4207,0.54986954,1000000.5,100000.45,4.049958,0.7685257,8913.003,1646.6472,65.37235,0.43406746,0.4603266,8.4691305,131.84944,1.5662174,1000000.5,100000.55
1708215457,4.0429325,8.818363,9394.316,17956.229,65.89064,0.4811724,0.5261253,9.220144,138.77214,0.48617512,1000000.56,100000.46,4.4659986,5.396716,8476.737,11665.334,65.879486,0.40462366,0.50668484,602.27185,2367.4824,0.5863525,1000000.5,100000.47,4.2867246,0.7261448,9537.767,1567.748,65.37506,0.43379524,0.4977405,8.206092,132.38303,1.479616,1000000.5,100000.53
1708215458,4.170216,9.457506,7811.9106,19839.4,66.04407,0.45050636,0.4961006,9.443672,138.77704,0.46210396,1000000.5,100000.47,4.1014385,4.9994755,8552.139,12146.608,65.95992,0.41593656,0.4713368,551.0579,2209.9324,0.49865308,1000000.5,100000.484,4.1078386,0.72905415,8740.497,1643.0034,65.18963,0.3942391,0.5459486,8.387867,132.015,1.5159317,1000000.44,100000.55
1708215459,4.301313,8.905121,8608.42,17832.004,65.85081,0.49062774,0.53747034,9.283632,138.66281,0.4250755,1000000.5,100000.51,4.2234936,5.431406,8658.885,10690.895,65.86345,0.39452744,0.4353522,573.17456,2297.251,0.5498587,1000000.5,100000.484,4.099301,0.68340546,8539.756,1741.3713,65.36872,0.45313,0.49180067,8.6660595,132.04758,1.5317756,1000000.5,100000.52
1708215460,3.6768405,8.7591305,7767.046,17846.318,65.727325,0.46661782,0.541749,9.656157,138.66527,0.47601894,1000000.5,100000.484,3.9759932,4.9850454,8446.769,10321.464,65.93369,0.42988074,0.42373782,508.67242,2283.0823,0.45632896,1000000.5,100000.49,4.301426,0.7056555,8342.256,1446.6691,65.395706,0.4725443,0.52319944,8.50751,132.12717,1.5470247,1000000.44,100000.484
1708215461,4.3166676,10.011336,7499.2905,17128.543,65.87469,0.45181718,0.5202413,9.272487,138.90393,0.47234595,1000000.56,100000.47,3.8237438,5.460988,8406.522,9996.227,65.92092,0.36341572,0.46450326,530.3579,2259.432,0.52238625,1000000.44,100000.45,4.436961,0.73573655,8975.321,1760.6292,65.27861,0.49226618,0.4910748,8.595459,131.99805,1.5190992,1000000.44,100000.44
1708215462,3.6735272,9.248724,8419.416,16199.288,65.77826,0.48434788,0.5455745,9.176468,138.44478,0.56992257,1000000.56,100000.45,3.9489536,5.3190436,8619.535,10509.954,66.026855,0.37396538,0.41592214,596.7274,2352.9998,0.49094674,1000000.44,100000.49,4.5077715,0.7301038,8890.507,1675.245,65.275826,0.4569292,0.46758515,8.639082,132.0497,1.5180196,1000000.5,100000.56
1708215463,3.6830153,8.251147,7495.564,17487.45,65.95285,0.47330865,0.48739976,9.476128,138.6946,0.4294427,1000000.56,100000.516,4.424391,5.10086,9650.621,10662.544,65.961914,0.3625458,0.4902111,600.2203,2387.9226,0.4873558,1000000.56,100000.53,4.1723957,0.6688651,9392.552,1503.6854,65.3813,0.47517106,0.503162,8.41426,131.6681,1.5495037,1000000.5,100000.54
1708215464,4.1057353,9.4139185,7811.6177,17317.387,65.798615,0.4569897,0.48936254,9.560994,138.56908,0.5047161,1000000.5,100000.48,4.269088,5.668396,8585.029,11696.009,65.95233,0.37578765,0.47310337,599.80774,2364.45,0.5281706,1000000.5,100000.42,4.598802,0.70125365,7901.342,1673.3167,65.4523,0.47784966,0.4817301,8.483063,131.96147,1.5453136,1000000.44,100000.49
