state,action_continuous,action_discrete,reward,next_state
"[-1.1550603194482445, -0.5771505742369448, -0.8814040273028169, 1.9325254525506508, 0.18998827793196305, 0.7029327037431123, -1.1549218773237593, -0.9436882112404891, 0.38062074328867124, 1.4691192333474694]",-0.18048045994627623,2,0.05850157133309203,"[0.05087195825396998, -0.038571359207150824, -0.4255928201539417, -0.5305801284483882, -0.26711127738126456, -0.6453052663634969, 0.24450666957451936, -0.4255649217066018, 1.8929529821871969, 0.7963312304886003]"
"[0.05087195825396998, -0.038571359207150824, -0.4255928201539417, -0.5305801284483882, -0.26711127738126456, -0.6453052663634969, 0.24450666957451936, -0.4255649217066018, 1.8929529821871969, 0.7963312304886003]",-0.18742823610131953,2,0.08413840427321115,"[0.07407922509553701, -0.2531233020854177, 0.048478816708951177, -0.13633134125212493, -0.28976365463805165, -0.12527045631208752, 0.0846457472004515, -0.32244574375124707, 0.782506730857974, 0.22374304794228062]"
"[0.07407922509553701, -0.2531233020854177, 0.048478816708951177, -0.13633134125212493, -0.28976365463805165, -0.12527045631208752, 0.0846457472004515, -0.32244574375124707, 0.782506730857974, 0.22374304794228062]",-0.5512593368204063,2,0.010703948520609819,"[0.10475487277559375, 0.11168979928096229, -0.6023741612744408, -1.4912740379299643, -0.9645920996898794, 0.16210799953366514, -0.13235188127241027, 0.5056510857393034, 1.4769619266615723, -1.1446947067872486]"
"[0.10475487277559375, 0.11168979928096229, -0.6023741612744408, -1.4912740379299643, -0.9645920996898794, 0.16210799953366514, -0.13235188127241027, 0.5056510857393034, 1.4769619266615723, -1.1446947067872486]",1.2205078117896189,1,0.09565153413203512,"[0.05754565183952558, 0.1500761283026192, -0.6898046642285706, 0.01454739103704681, -0.5293658679183364, 0.9679172594275688, -0.19463723881297634, -0.4354446406883069, -0.573098081550725, 0.21488626679648076]"
"[0.05754565183952558, 0.1500761283026192, -0.6898046642285706, 0.01454739103704681, -0.5293658679183364, 0.9679172594275688, -0.19463723881297634, -0.4354446406883069, -0.573098081550725, 0.21488626679648076]",-0.5129247037101723,2,0.0906160495853856,"[0.1896768919397495, -0.43999678385660723, 0.8418541300925891, -0.08008507631752067, -0.18788462716904056, -0.2935208256405815, -1.4565898412779315, -0.7490983002992697, -0.5181950972579071, -1.0538473185910315]"
"[0.1896768919397495, -0.43999678385660723, 0.8418541300925891, -0.08008507631752067, -0.18788462716904056, -0.2935208256405815, -1.4565898412779315, -0.7490983002992697, -0.5181950972579071, -1.0538473185910315]",0.5555095184941963,1,0.11545297965618345,"[0.17372460991811173, 0.29405680988744703, -0.7643699482426736, 0.3949473770411426, 0.32943278253319913, -0.6554876589689717, 0.11438566584786872, -0.034454679148207996, -0.5733917285770213, -0.38457258716108456]"
"[0.17372460991811173, 0.29405680988744703, -0.7643699482426736, 0.3949473770411426, 0.32943278253319913, -0.6554876589689717, 0.11438566584786872, -0.034454679148207996, -0.5733917285770213, -0.38457258716108456]",-0.019742103878931806,0,0.03771447233639217,"[-1.500176084173382, -1.0122747006989579, 1.1305233639664136, -1.0989462361159081, -0.7909773984056847, 0.11097463666500959, 0.28659365838765904, 0.08450592432052974, -0.584967427829559, -0.4215706537203338]"
"[-1.500176084173382, -1.0122747006989579, 1.1305233639664136, -1.0989462361159081, -0.7909773984056847, 0.11097463666500959, 0.28659365838765904, 0.08450592432052974, -0.584967427829559, -0.4215706537203338]",-0.27284818236276565,2,0.09232039510752842,"[0.19836507272919832, 0.21155213560139075, -0.6537786548466994, -0.07254121826185518, -0.14652648106186708, -0.3678164661054696, 0.28435557927626043, 0.5495521502262942, -1.283705532249657, -0.9228121420683566]"
"[0.19836507272919832, 0.21155213560139075, -0.6537786548466994, -0.07254121826185518, -0.14652648106186708, -0.3678164661054696, 0.28435557927626043, 0.5495521502262942, -1.283705532249657, -0.9228121420683566]",0.514246185397327,1,0.08964480022505072,"[0.22664754223818975, -0.33557853675511606, 0.483770882547978, -0.12771382109827883, -0.6092342860057469, 1.178393457495422, -0.4546393506783245, -0.40616003231682574, -1.424459227888543, -0.2358669016977364]"
"[0.22664754223818975, -0.33557853675511606, 0.483770882547978, -0.12771382109827883, -0.6092342860057469, 1.178393457495422, -0.4546393506783245, -0.40616003231682574, -1.424459227888543, -0.2358669016977364]",-0.5789475139977256,2,-0.006980737958564423,"[0.24239782375659083, 1.8414564454337057, -1.5185642012889777, -0.5171281833632977, -0.6676059845616086, 0.7563962953325899, -0.4342721312148207, 0.6541803527822236, -0.24605971777623367, -1.4069473266367059]"
"[0.24239782375659083, 1.8414564454337057, -1.5185642012889777, -0.5171281833632977, -0.6676059845616086, 0.7563962953325899, -0.4342721312148207, 0.6541803527822236, -0.24605971777623367, -1.4069473266367059]",1.5003436077454537,1,0.13219456539658403,"[-1.0120400549312383, -0.7804354500133719, 0.3284790934680701, 0.7468708042855922, -0.22834041403144226, 0.7269198156447201, 0.5953622153201484, 0.06262640418649952, 0.11137645225680874, -0.12911315905304788]"
"[-1.0120400549312383, -0.7804354500133719, 0.3284790934680701, 0.7468708042855922, -0.22834041403144226, 0.7269198156447201, 0.5953622153201484, 0.06262640418649952, 0.11137645225680874, -0.12911315905304788]",0.7324229487667134,1,0.010972925290911546,"[-0.7238606249747519, -0.3418989335289803, -0.7302946634411019, -1.6212689193347007, -1.042773973463832, 0.7326490844418375, 0.038388886685761674, -0.6091350045962807, -0.8250385541784481, 1.4306023942557498]"
"[-0.7238606249747519, -0.3418989335289803, -0.7302946634411019, -1.6212689193347007, -1.042773973463832, 0.7326490844418375, 0.038388886685761674, -0.6091350045962807, -0.8250385541784481, 1.4306023942557498]",-0.6952637335445581,2,0.11723446341952426,"[-0.9549436758505312, -0.31773132568600554, -1.0671845442494712, 0.4265784979497074, 0.0010504659586160858, -0.1633443883403466, 0.27745486823391136, 0.8648800623810452, -0.6429116609833626, -1.1343952095607825]"
"[-0.9549436758505312, -0.31773132568600554, -1.0671845442494712, 0.4265784979497074, 0.0010504659586160858, -0.1633443883403466, 0.27745486823391136, 0.8648800623810452, -0.6429116609833626, -1.1343952095607825]",0.8264793927889995,1,0.08129349837687327,"[-0.06493358678033105, 0.33814968569667414, -0.9761376018377426, 0.3297235342594551, 1.1008496458513577, -1.240307472753809, 0.2998085349216777, -0.03994222469778086, 1.1472029899264018, -0.2052286755174897]"
"[-0.06493358678033105, 0.33814968569667414, -0.9761376018377426, 0.3297235342594551, 1.1008496458513577, -1.240307472753809, 0.2998085349216777, -0.03994222469778086, 1.1472029899264018, -0.2052286755174897]",-0.6506424727248296,2,0.0386102759266741,"[3.208341224582361, 2.456690662773041, -0.7950087665533123, 2.860511722060293, 0.9701115127278978, 0.057753309673964574, 2.918569505972825, 5.7953099111625805, 1.1721996930399101, -1.5412663854058763]"
"[3.208341224582361, 2.456690662773041, -0.7950087665533123, 2.860511722060293, 0.9701115127278978, 0.057753309673964574, 2.918569505972825, 5.7953099111625805, 1.1721996930399101, -1.5412663854058763]",0.726326747388774,1,0.11328574785492901,"[1.9393942153188202, 1.218104076624352, -0.5789908859277593, 1.6475451392695273, -0.0629700200720272, 1.1277937162316178, -0.9735759917700695, -0.35955461375867104, -0.492587074426019, -1.020217526466588]"
"[1.9393942153188202, 1.218104076624352, -0.5789908859277593, 1.6475451392695273, -0.0629700200720272, 1.1277937162316178, -0.9735759917700695, -0.35955461375867104, -0.492587074426019, -1.020217526466588]",-0.3749495610029613,2,0.01693765791629495,"[2.4224230006189935, 3.478630413514722, -1.2951016276788823, 2.426318310650987, 0.9962413921358723, -0.17987333963126123, 0.15485891817590064, 1.617917148851695, 0.9424886339926533, -1.4845641163609613]"
"[2.4224230006189935, 3.478630413514722, -1.2951016276788823, 2.426318310650987, 0.9962413921358723, -0.17987333963126123, 0.15485891817590064, 1.617917148851695, 0.9424886339926533, -1.4845641163609613]",1.9435883131658214,1,0.09221518476379763,"[-0.07517803510481132, 0.24069683322873686, -0.8927729029638809, 0.1248454284359048, -0.488577552403764, 0.9397089365888133, -0.34555220015948745, -0.4415395812168781, 1.9614261296827524, 0.01992397525390109]"
"[-0.07517803510481132, 0.24069683322873686, -0.8927729029638809, 0.1248454284359048, -0.488577552403764, 0.9397089365888133, -0.34555220015948745, -0.4415395812168781, 1.9614261296827524, 0.01992397525390109]",-0.7548796075730967,2,-0.0007042291253054611,"[0.09714350820797148, 1.1236884758138423, -1.3490190100037305, -0.13231369440201476, -0.6210105050029473, 1.2473161112771531, -0.13324601344061587, 2.1598679319885514, 1.4665551427875771, -1.7001187667595081]"
"[0.09714350820797148, 1.1236884758138423, -1.3490190100037305, -0.13231369440201476, -0.6210105050029473, 1.2473161112771531, -0.13324601344061587, 2.1598679319885514, 1.4665551427875771, -1.7001187667595081]",4.874061642714085,1,0.08972328638547024,"[-0.12955731428343803, -0.07285886479203885, -0.5414256772768473, -0.04968636846825777, -0.28437334672828335, -0.03461087898629951, 0.2959526328831871, -0.45997021289514417, 0.4609121825232606, 1.022156304735254]"
"[-0.12955731428343803, -0.07285886479203885, -0.5414256772768473, -0.04968636846825777, -0.28437334672828335, -0.03461087898629951, 0.2959526328831871, -0.45997021289514417, 0.4609121825232606, 1.022156304735254]",-0.4784634814402818,2,0.1093315954412433,"[-0.25095195717432556, -0.7049487870663892, 1.700255674569087, 0.34774021619457796, -0.20810356099417618, 0.2214493017844279, -0.23065606324494353, -0.13444378907961782, 0.7836412761868492, -0.5475857173596539]"
"[-0.25095195717432556, -0.7049487870663892, 1.700255674569087, 0.34774021619457796, -0.20810356099417618, 0.2214493017844279, -0.23065606324494353, -0.13444378907961782, 0.7836412761868492, -0.5475857173596539]",-0.3689565882639506,2,0.08745045126055195,"[-0.03236124553900437, -0.4658507210627093, 0.61962203068655, -0.13252174807925002, -0.11518303782475278, -0.486073961067925, -0.20240253976164285, 0.4917352970848088, -0.3120592227650403, -1.178891084900571]"
"[-0.03236124553900437, -0.4658507210627093, 0.61962203068655, -0.13252174807925002, -0.11518303782475278, -0.486073961067925, -0.20240253976164285, 0.4917352970848088, -0.3120592227650403, -1.178891084900571]",1.442348695063515,1,0.10900879777854756,"[-1.0145443064668223, -0.8173714548353939, 0.622472184902492, 0.30462188186666456, 0.39973622925264896, -0.7894289164580177, -0.3539088509072773, -0.542406901386233, 0.17256248184296877, 0.37848576613167895]"
"[-1.0145443064668223, -0.8173714548353939, 0.622472184902492, 0.30462188186666456, 0.39973622925264896, -0.7894289164580177, -0.3539088509072773, -0.542406901386233, 0.17256248184296877, 0.37848576613167895]",-0.16400506889674085,2,0.0990625691048929,"[0.14806910657354014, -0.3870895277869075, 0.5646927858614792, 0.07215396840443274, -0.5349686793538332, 1.095688756850351, 0.07398663332328023, -0.2219592477364362, -0.7925712037641067, -0.05401650113220422]"
"[0.14806910657354014, -0.3870895277869075, 0.5646927858614792, 0.07215396840443274, -0.5349686793538332, 1.095688756850351, 0.07398663332328023, -0.2219592477364362, -0.7925712037641067, -0.05401650113220422]",-0.7478939843271007,2,0.09705076038039079,"[-0.40740668166797145, -0.20522885643864136, -0.6045359517298984, 0.05879236342829056, -0.5231846330024963, 1.009279030195477, -1.2009725392750765, 0.20254354482816628, -0.15580229889689715, -1.7028424045016193]"
"[-0.40740668166797145, -0.20522885643864136, -0.6045359517298984, 0.05879236342829056, -0.5231846330024963, 1.009279030195477, -1.2009725392750765, 0.20254354482816628, -0.15580229889689715, -1.7028424045016193]",4.469729127963566,1,0.019869811592619184,"[0.18189051624729188, -0.5553996989385788, 1.446885101043754, -1.4068983364636491, -0.9689993667772663, 0.7290308245143983, 0.16603850531937717, -0.4484846737368919, 0.19060108519245594, 0.7814297730154202]"
"[0.18189051624729188, -0.5553996989385788, 1.446885101043754, -1.4068983364636491, -0.9689993667772663, 0.7290308245143983, 0.16603850531937717, -0.4484846737368919, 0.19060108519245594, 0.7814297730154202]",0.09914718722914265,1,0.0934997585889963,"[0.24728062214421068, -0.17571213126670832, 0.048101622859557165, 0.17340738865350827, -0.5784481759525033, 1.540903316467036, -0.1644782469965636, -0.6142338693598284, 2.1607737525211257, 1.0828443058148804]"
"[0.24728062214421068, -0.17571213126670832, 0.048101622859557165, 0.17340738865350827, -0.5784481759525033, 1.540903316467036, -0.1644782469965636, -0.6142338693598284, 2.1607737525211257, 1.0828443058148804]",-0.06284930169038783,2,0.021467142663855958,"[-1.4946395647488837, -0.9323299880081459, -0.18643949711525912, -1.3681971831113695, -0.7324603454986093, -0.908092490809923, 0.0068592186568104015, -0.5214588387885756, 0.33677056632770214, 0.8728342454689514]"
"[-1.4946395647488837, -0.9323299880081459, -0.18643949711525912, -1.3681971831113695, -0.7324603454986093, -0.908092490809923, 0.0068592186568104015, -0.5214588387885756, 0.33677056632770214, 0.8728342454689514]",0.029143249034807316,0,0.07476793078696022,"[0.6862003664407097, -0.3337471587118549, 1.068967505473688, 0.35278004054075396, 1.2232078276470015, -1.28345499923265, 0.4267628824294803, -0.4056688461736617, 0.4209638404242119, 0.9640956279931082]"
"[0.6862003664407097, -0.3337471587118549, 1.068967505473688, 0.35278004054075396, 1.2232078276470015, -1.28345499923265, 0.4267628824294803, -0.4056688461736617, 0.4209638404242119, 0.9640956279931082]",-0.07788025727031973,2,0.10000816216175835,"[0.0957013157789845, -0.5205931168844505, 1.0917441712312792, 0.13975457290276605, 0.13423637435061592, -0.6147295211528239, -0.16899725974222168, -0.5479620694980416, 0.32042977669389555, 0.7131080179152852]"
"[0.0957013157789845, -0.5205931168844505, 1.0917441712312792, 0.13975457290276605, 0.13423637435061592, -0.6147295211528239, -0.16899725974222168, -0.5479620694980416, 0.32042977669389555, 0.7131080179152852]",0.09263047155213625,1,0.019837943835756298,"[-0.1286893358740434, -0.6754634743532862, 1.720166142140984, -1.4121319138867339, -0.6626295475803142, -1.201105269626849, -0.14353413604521745, -0.5917459858620455, 0.10183292390216787, 0.9883825930742768]"
"[-0.1286893358740434, -0.6754634743532862, 1.720166142140984, -1.4121319138867339, -0.6626295475803142, -1.201105269626849, -0.14353413604521745, -0.5917459858620455, 0.10183292390216787, 0.9883825930742768]",0.18314272001379486,1,0.02164687775653286,"[1.235065961838546, 0.2784149905729419, 0.026094721059677476, -1.3176341627754975, -0.8672802641063133, -0.048483780344402524, -1.4790576765707075, -1.0367670518549186, 1.0462251187586173, 1.583051449024141]"
"[1.235065961838546, 0.2784149905729419, 0.026094721059677476, -1.3176341627754975, -0.8672802641063133, -0.048483780344402524, -1.4790576765707075, -1.0367670518549186, 1.0462251187586173, 1.583051449024141]",-0.7553470106199566,2,0.11203209566872775,"[0.4819984895488166, 0.04680519412107528, -0.1822273800787398, 0.3506870147544113, 0.2762698176660676, -0.6271597010741865, -0.10782352185462875, 0.8408369526116455, -0.06790173109339162, -1.3187599660457785]"
"[0.4819984895488166, 0.04680519412107528, -0.1822273800787398, 0.3506870147544113, 0.2762698176660676, -0.6271597010741865, -0.10782352185462875, 0.8408369526116455, -0.06790173109339162, -1.3187599660457785]",0.048388411367416145,0,0.06152859164402428,"[0.11133428346593319, -0.2945888550409025, 0.20825985934943825, -0.6626678271575093, -0.7563755678546996, 1.0646460321166118, -0.6821894432976708, 0.14967725016051675, -1.2327884726490133, -1.273280583396688]"
"[0.11133428346593319, -0.2945888550409025, 0.20825985934943825, -0.6626678271575093, -0.7563755678546996, 1.0646460321166118, -0.6821894432976708, 0.14967725016051675, -1.2327884726490133, -1.273280583396688]",0.8661812559096713,1,0.10765355536981915,"[-1.1232605932033823, -0.8179549909113786, 0.27337937677596535, 0.36893014800885476, 0.07736970741319969, -0.34389010199444253, 0.1741931580984991, 0.020497806006819937, 1.4518951486895149, -0.4197792777041621]"
"[-1.1232605932033823, -0.8179549909113786, 0.27337937677596535, 0.36893014800885476, 0.07736970741319969, -0.34389010199444253, 0.1741931580984991, 0.020497806006819937, 1.4518951486895149, -0.4197792777041621]",1.1154896352581583,1,0.10069738532359451,"[0.02016668223406795, 0.7532211635702619, -1.212139751186663, 0.1766465952276096, -0.17712742556036118, -0.04130980350044634, -0.2686319071409464, -0.71863003052909, 0.7065656055800108, 1.6314526643675338]"
"[0.02016668223406795, 0.7532211635702619, -1.212139751186663, 0.1766465952276096, -0.17712742556036118, -0.04130980350044634, -0.2686319071409464, -0.71863003052909, 0.7065656055800108, 1.6314526643675338]",-0.690571425209083,2,0.04041310418510787,"[-0.5139351360785588, -0.768972411237769, 1.6529832575066314, -1.0414407842823823, -0.8851094403100568, 1.2168897550272264, -1.008292305316015, -0.3661134817873166, -0.4395410738847256, -1.054935326047636]"
"[-0.5139351360785588, -0.768972411237769, 1.6529832575066314, -1.0414407842823823, -0.8851094403100568, 1.2168897550272264, -1.008292305316015, -0.3661134817873166, -0.4395410738847256, -1.054935326047636]",-0.4662726482059393,2,0.04466946362170344,"[0.2212259159048816, 0.3609513347945128, -0.798587817208563, 0.11316175605468046, -0.4411842305752287, 0.7053270628822549, 0.06908814448269861, 2.0497932335773745, -0.5763348726360401, -1.61619067187485]"
"[0.2212259159048816, 0.3609513347945128, -0.798587817208563, 0.11316175605468046, -0.4411842305752287, 0.7053270628822549, 0.06908814448269861, 2.0497932335773745, -0.5763348726360401, -1.61619067187485]",0.825994750028999,1,0.11993454233831727,"[-0.14031132932107224, 0.7079476670428618, -1.2761023592689527, 0.7390075448275407, -0.41182937112307094, 1.4693259841942732, 0.7160359019900738, 1.1646403105155214, -0.47441132456765983, -1.0855295181994955]"
"[-0.14031132932107224, 0.7079476670428618, -1.2761023592689527, 0.7390075448275407, -0.41182937112307094, 1.4693259841942732, 0.7160359019900738, 1.1646403105155214, -0.47441132456765983, -1.0855295181994955]",2.290968377977339,1,0.0935858903640236,"[-0.0868160949771555, -0.5305912896004049, 0.835732012745516, -0.039635178868355436, -0.22992605231329108, -0.15670650843185907, -0.07422654013394105, -0.6635387955660024, -0.992450728147841, 1.6020333311463086]"
"[-0.0868160949771555, -0.5305912896004049, 0.835732012745516, -0.039635178868355436, -0.22992605231329108, -0.15670650843185907, -0.07422654013394105, -0.6635387955660024, -0.992450728147841, 1.6020333311463086]",-0.8391348712224898,2,0.04110320936104574,"[-1.3380032698305335, -0.8580493590695363, -0.1601225131758924, 0.10088470472368305, -0.43269523728381803, 0.651853066422851, 0.060660108396825216, 2.146450815433802, -0.7684317497535035, -1.6375936908785538]"
"[-1.3380032698305335, -0.8580493590695363, -0.1601225131758924, 0.10088470472368305, -0.43269523728381803, 0.651853066422851, 0.060660108396825216, 2.146450815433802, -0.7684317497535035, -1.6375936908785538]",3.443471786774179,1,0.08678164194917541,"[-1.0482537982869455, -0.6571827137583053, -0.41914635815977347, -0.1931999277140048, 0.36355966078086027, -1.09457521916427, -0.6486593050534625, -0.6795226345294881, -1.8695029860784018, 0.5009675121017273]"
"[-1.0482537982869455, -0.6571827137583053, -0.41914635815977347, -0.1931999277140048, 0.36355966078086027, -1.09457521916427, -0.6486593050534625, -0.6795226345294881, -1.8695029860784018, 0.5009675121017273]",-0.4827387166212372,2,0.10586815962633601,"[0.05009310476969723, 0.7934822160455623, -1.218043927282557, 0.22608480235179654, -0.23475618538568793, 0.1564379238882942, 0.11580145386658715, 0.31856269521051217, -0.2023887322392677, -0.8312026840538252]"
"[0.05009310476969723, 0.7934822160455623, -1.218043927282557, 0.22608480235179654, -0.23475618538568793, 0.1564379238882942, 0.11580145386658715, 0.31856269521051217, -0.2023887322392677, -0.8312026840538252]",-0.3158093573250231,2,0.08521252514711666,"[0.23049370858960336, 0.050934406647325396, -0.40807074683517824, -0.1222229765892384, -0.36132299600873535, 0.08999176570312474, -0.051643863959333486, 0.8246465705264573, 0.6856599394464998, -1.282001273618791]"
"[0.23049370858960336, 0.050934406647325396, -0.40807074683517824, -0.1222229765892384, -0.36132299600873535, 0.08999176570312474, -0.051643863959333486, 0.8246465705264573, 0.6856599394464998, -1.282001273618791]",0.3677895311368166,1,0.10230832213203732,"[-0.13260709626685496, -0.34991848379685436, 0.062040794545152905, 0.18044154802766066, 0.6203990829600099, -1.0472517865323157, -1.0101033696861708, -0.445977705821827, 0.2572522863657616, -0.9228031592213893]"
"[-0.13260709626685496, -0.34991848379685436, 0.062040794545152905, 0.18044154802766066, 0.6203990829600099, -1.0472517865323157, -1.0101033696861708, -0.445977705821827, 0.2572522863657616, -0.9228031592213893]",0.9290824050667229,1,0.003960844198307974,"[0.39897604281296073, 0.48114374910825863, -0.7940272911301252, -1.61526313200763, -0.9062063325633332, -0.9852529022814528, 0.20998409560612194, -0.3031903261447446, 1.5358481661281447, 0.3183008994853724]"
"[0.39897604281296073, 0.48114374910825863, -0.7940272911301252, -1.61526313200763, -0.9062063325633332, -0.9852529022814528, 0.20998409560612194, -0.3031903261447446, 1.5358481661281447, 0.3183008994853724]",-0.7260002463951714,2,-0.08174642724824858,"[0.05154314597699175, 0.6580418007552471, -1.138437509175584, 0.3348021997704337, 2.883797094528717, -1.6942965533845646, 0.5141008161925662, 2.408071949362126, -0.9347968051223071, -1.552560042729337]"
"[0.05154314597699175, 0.6580418007552471, -1.138437509175584, 0.3348021997704337, 2.883797094528717, -1.6942965533845646, 0.5141008161925662, 2.408071949362126, -0.9347968051223071, -1.552560042729337]",0.6810632588121802,1,0.1191472935263028,"[-1.571776133984287, -0.9556162442290465, -0.36118480851991924, 0.555674071266653, 0.09617003304557711, -0.21770581396115582, -1.215659732510162, -0.5344061647086993, 1.0488192232841056, -1.0716737869636326]"
"[-1.571776133984287, -0.9556162442290465, -0.36118480851991924, 0.555674071266653, 0.09617003304557711, -0.21770581396115582, -1.215659732510162, -0.5344061647086993, 1.0488192232841056, -1.0716737869636326]",0.21817017235434655,1,0.1100944959863456,"[0.289425316211422, -0.4863306495376187, 1.2224685988660524, 0.2991875387710787, -0.009682305622594159, -0.2593218603593247, -0.03591534604832251, 0.19186678635573878, -0.39130721398687046, -0.8127127987949487]"
"[0.289425316211422, -0.4863306495376187, 1.2224685988660524, 0.2991875387710787, -0.009682305622594159, -0.2593218603593247, -0.03591534604832251, 0.19186678635573878, -0.39130721398687046, -0.8127127987949487]",0.7548830154895054,1,0.03453952656212125,"[-0.5851907639837909, -0.7658883515567757, 1.4207594333027016, -1.0834482820259375, -0.7689124259759854, 0.012827371695205108, -0.14962552113195107, -0.4354554010994832, 0.8644275773987097, 0.27879434957827026]"
"[-0.5851907639837909, -0.7658883515567757, 1.4207594333027016, -1.0834482820259375, -0.7689124259759854, 0.012827371695205108, -0.14962552113195107, -0.4354554010994832, 0.8644275773987097, 0.27879434957827026]",-0.5884361074793226,2,0.10721329699568118,"[-0.09176196007717262, -0.5685232404043333, 1.0344590839592986, 0.20761766061858594, -0.4977912031032279, 1.1181359305517728, 0.2680380942811453, 1.0105534343484643, -1.5101123948714694, -1.2143246262370562]"
"[-0.09176196007717262, -0.5685232404043333, 1.0344590839592986, 0.20761766061858594, -0.4977912031032279, 1.1181359305517728, 0.2680380942811453, 1.0105534343484643, -1.5101123948714694, -1.2143246262370562]",0.325476337151297,1,0.10023646633289014,"[0.1488511987832213, 0.4321144999482897, -0.9126036853672591, 0.09503459016587086, -0.26136977371693315, 0.07638628027091392, 0.07858392801207792, 0.3370906292174585, -0.7830336818259118, -0.8744241391915389]"
