timestamp,action_id,reward,s_rx_mbps_p1,s_delay_ms_p1,s_util_rx_pct_p1,s_rx_pps_p1,s_avg_rx_pkt_bytes_p1,s_priority_tag_p1,s_policing_rate_kbps_p1,sim_delay_p1,s_rx_mbps_p2,s_delay_ms_p2,s_util_rx_pct_p2,s_rx_pps_p2,s_avg_rx_pkt_bytes_p2,s_priority_tag_p2,s_policing_rate_kbps_p2,sim_delay_p2,s_rx_mbps_p4,s_delay_ms_p4,s_util_rx_pct_p4,s_rx_pps_p4,s_avg_rx_pkt_bytes_p4,s_priority_tag_p4,s_policing_rate_kbps_p4,sim_delay_p4
AUG_4,0,-129.7758,0.5475918044447036,0.5270304357622877,0.5475908664800024,0.4890432126975781,0.39976833721250715,0.7499998125000469,0.44185866900773413,213.24,0.15293357717457057,0.05259174449664,0.15293331409546596,0.13379488396605763,0.7158780834823932,0.24999993750001562,0.8465163339870614,2.12,0.05674172970739539,0.0001665150922082145,0.05674163614376721,0.02721690739704177,0.5027825229673691,0.9999996666667778,0.47198532583310393,6.88
AUG_4,1,-64.6402,0.5475918044447036,0.5270304357622877,0.5475908664800024,0.4890432126975781,0.39976833721250715,0.7499998125000469,0.44185866900773413,213.24,0.15293357717457057,0.05259174449664,0.15293331409546596,0.13379488396605763,0.7158780834823932,0.24999993750001562,0.8465163339870614,38.98,0.05674172970739539,0.0001665150922082145,0.05674163614376721,0.02721690739704177,0.5027825229673691,0.9999996666667778,0.47198532583310393,2.09
AUG_4,2,-151.3464,0.5475918044447036,0.5270304357622877,0.5475908664800024,0.4890432126975781,0.39976833721250715,0.7499998125000469,0.44185866900773413,10.82,0.15293357717457057,0.05259174449664,0.15293331409546596,0.13379488396605763,0.7158780834823932,0.24999993750001562,0.8465163339870614,38.98,0.05674172970739539,0.0001665150922082145,0.05674163614376721,0.02721690739704177,0.5027825229673691,0.9999996666667778,0.47198532583310393,6.88
AUG_4,3,58.3465,0.5475918044447036,0.5270304357622877,0.5475908664800024,0.4890432126975781,0.39976833721250715,0.7499998125000469,0.44185866900773413,51.12,0.15293357717457057,0.05259174449664,0.15293331409546596,0.13379488396605763,0.7158780834823932,0.24999993750001562,0.8465163339870614,8.2,0.05674172970739539,0.0001665150922082145,0.05674163614376721,0.02721690739704177,0.5027825229673691,0.9999996666667778,0.47198532583310393,2.27
AUG_5,0,-139.9794,0.8579202668775251,0.8514630198419643,0.8579187973542046,0.673087577879137,0.0006144861992569807,0.7499998125000469,0.7647495764821202,296.8,0.10795217992384633,0.002535278754029268,0.10795199422255451,0.09581016964513267,0.8001000366139035,0.7499998125000469,0.8843388851144285,2.11,0.12577948648398807,0.000217435320445453,0.12577927908133796,0.17980594204257067,0.705301070917155,0.33333322222225925,0.09897053320147618,38.44
AUG_5,1,-64.4143,0.8579202668775251,0.8514630198419643,0.8579187973542046,0.673087577879137,0.0006144861992569807,0.7499998125000469,0.7647495764821202,296.8,0.10795217992384633,0.002535278754029268,0.10795199422255451,0.09581016964513267,0.8001000366139035,0.7499998125000469,0.8843388851144285,32.94,0.12577948648398807,0.000217435320445453,0.12577927908133796,0.17980594204257067,0.705301070917155,0.33333322222225925,0.09897053320147618,2.1
AUG_5,2,-291.7715,0.8579202668775251,0.8514630198419643,0.8579187973542046,0.673087577879137,0.0006144861992569807,0.7499998125000469,0.7647495764821202,35.4,0.10795217992384633,0.002535278754029268,0.10795199422255451,0.09581016964513267,0.8001000366139035,0.7499998125000469,0.8843388851144285,32.94,0.12577948648398807,0.000217435320445453,0.12577927908133796,0.17980594204257067,0.705301070917155,0.33333322222225925,0.09897053320147618,38.44
AUG_5,3,59.0364,0.8579202668775251,0.8514630198419643,0.8579187973542046,0.673087577879137,0.0006144861992569807,0.7499998125000469,0.7647495764821202,78.99,0.10795217992384633,0.002535278754029268,0.10795199422255451,0.09581016964513267,0.8001000366139035,0.7499998125000469,0.8843388851144285,6.6,0.12577948648398807,0.000217435320445453,0.12577927908133796,0.17980594204257067,0.705301070917155,0.33333322222225925,0.09897053320147618,2.38
AUG_6,0,-137.8202,0.8867906668131948,0.8816455508966872,0.8867891478380457,0.7770286625405041,0.37283133728457907,0.7499998125000469,0.5648904579086191,304.57,0.10411451379769392,0.002384916044446858,0.10411433469802475,0.10575793131994683,0.2995054640886704,0.7499998125000469,0.3409557060900734,2.11,0.13303602724530675,0.00023002802133348304,0.13303580787706654,0.11291569049971416,0.18704226828532936,0.33333322222225925,0.38165488430919253,20.29
AUG_6,1,-64.3877,0.8867906668131948,0.8816455508966872,0.8867891478380457,0.7770286625405041,0.37283133728457907,0.7499998125000469,0.5648904579086191,304.57,0.10411451379769392,0.002384916044446858,0.10411433469802475,0.10575793131994683,0.2995054640886704,0.7499998125000469,0.3409557060900734,32.43,0.13303602724530675,0.00023002802133348304,0.13303580787706654,0.11291569049971416,0.18704226828532936,0.33333322222225925,0.38165488430919253,2.1
AUG_6,2,-289.6777,0.8867906668131948,0.8816455508966872,0.8867891478380457,0.7770286625405041,0.37283133728457907,0.7499998125000469,0.5648904579086191,36.96,0.10411451379769392,0.002384916044446858,0.10411433469802475,0.10575793131994683,0.2995054640886704,0.7499998125000469,0.3409557060900734,32.43,0.13303602724530675,0.00023002802133348304,0.13303580787706654,0.11291569049971416,0.18704226828532936,0.33333322222225925,0.38165488430919253,20.29
AUG_6,3,58.9757,0.8867906668131948,0.8816455508966872,0.8867891478380457,0.7770286625405041,0.37283133728457907,0.7499998125000469,0.5648904579086191,81.58,0.10411451379769392,0.002384916044446858,0.10411433469802475,0.10575793131994683,0.2995054640886704,0.7499998125000469,0.3409557060900734,6.53,0.13303602724530675,0.00023002802133348304,0.13303580787706654,0.11291569049971416,0.18704226828532936,0.33333322222225925,0.38165488430919253,2.39
AUG_7,0,-138.031,0.770656543371748,0.760233246422382,0.7706552233216148,0.6002560670158866,0.5877890648251235,0.49999987500003124,0.02701072578875213,273.3,0.1658637266902077,0.05497616786017632,0.165863441368426,0.16767231553772685,0.6970183981842007,0.7499998125000469,0.35492651905234845,2.12,0.1395336718675529,0.0002444117827039234,0.1395334417850956,0.17007949410031303,0.7094806886614908,0.9999996666667778,0.08649857244293262,20.9
AUG_7,1,-64.9535,0.770656543371748,0.760233246422382,0.7706552233216148,0.6002560670158866,0.5877890648251235,0.49999987500003124,0.02701072578875213,273.3,0.1658637266902077,0.05497616786017632,0.165863441368426,0.16767231553772685,0.6970183981842007,0.7499998125000469,0.35492651905234845,40.71,0.1395336718675529,0.0002444117827039234,0.1395334417850956,0.17007949410031303,0.7094806886614908,0.9999996666667778,0.08649857244293262,2.1
AUG_7,2,-289.8814,0.770656543371748,0.760233246422382,0.7706552233216148,0.6002560670158866,0.5877890648251235,0.49999987500003124,0.02701072578875213,30.7,0.1658637266902077,0.05497616786017632,0.165863441368426,0.16767231553772685,0.6970183981842007,0.7499998125000469,0.35492651905234845,40.71,0.1395336718675529,0.0002444117827039234,0.1395334417850956,0.17007949410031303,0.7094806886614908,0.9999996666667778,0.08649857244293262,20.9
AUG_7,3,55.2727,0.770656543371748,0.760233246422382,0.7706552233216148,0.6002560670158866,0.5877890648251235,0.49999987500003124,0.02701072578875213,71.15,0.1658637266902077,0.05497616786017632,0.165863441368426,0.16767231553772685,0.6970183981842007,0.7499998125000469,0.35492651905234845,9.49,0.1395336718675529,0.0002444117827039234,0.1395334417850956,0.17007949410031303,0.7094806886614908,0.9999996666667778,0.08649857244293262,2.41
AUG_8,0,-130.8021,0.7534548280259746,0.7422497301297363,0.7534535374404931,0.6131345376138285,0.39280962432788596,0.7499998125000469,0.5983841253263354,268.67,0.06406337459944215,0.001167360600048395,0.06406326439646681,0.06530214938635026,0.2273443271009312,0.9999997500000625,0.313657204757739,2.1,0.07738030963383874,0.00017516246588549454,0.07738018203845945,0.056641640169987295,0.7531042323940461,0.9999996666667778,0.16695825389219263,7.62
AUG_8,1,-63.6983,0.7534548280259746,0.7422497301297363,0.7534535374404931,0.6131345376138285,0.39280962432788596,0.7499998125000469,0.5983841253263354,268.67,0.06406337459944215,0.001167360600048395,0.06406326439646681,0.06530214938635026,0.2273443271009312,0.9999997500000625,0.313657204757739,27.06,0.07738030963383874,0.00017516246588549454,0.07738018203845945,0.056641640169987295,0.7531042323940461,0.9999996666667778,0.16695825389219263,2.09
AUG_8,2,-281.5813,0.7534548280259746,0.7422497301297363,0.7534535374404931,0.6131345376138285,0.39280962432788596,0.7499998125000469,0.5983841253263354,29.77,0.06406337459944215,0.001167360600048395,0.06406326439646681,0.06530214938635026,0.2273443271009312,0.9999997500000625,0.313657204757739,27.06,0.07738030963383874,0.00017516246588549454,0.07738018203845945,0.056641640169987295,0.7531042323940461,0.9999996666667778,0.16695825389219263,7.62
AUG_8,3,60.8848,0.7534548280259746,0.7422497301297363,0.7534535374404931,0.6131345376138285,0.39280962432788596,0.7499998125000469,0.5983841253263354,69.61,0.06406337459944215,0.001167360600048395,0.06406326439646681,0.06530214938635026,0.2273443271009312,0.9999997500000625,0.313657204757739,6.07,0.07738030963383874,0.00017516246588549454,0.07738018203845945,0.056641640169987295,0.7531042323940461,0.9999996666667778,0.16695825389219263,2.3
AUG_9,0,-139.0717,0.6078584817791619,0.5900361739670037,0.6078574405842526,0.5586429813628291,0.878778088877267,0.7499998125000469,0.8462983901662158,229.47,0.09732416541144445,0.002136257378927884,0.09732399799265538,0.12619590156946467,0.37275192658977147,0.7499998125000469,0.6703694376424411,2.11,0.22705181602923694,0.0009427883290062945,0.22705144163473376,0.23674094410834517,0.4552538005714314,0.33333322222225925,0.5632084629364983,29.06
AUG_9,1,-64.3499,0.6078584817791619,0.5900361739670037,0.6078574405842526,0.5586429813628291,0.878778088877267,0.7499998125000469,0.8462983901662158,229.47,0.09732416541144445,0.002136257378927884,0.09732399799265538,0.12619590156946467,0.37275192658977147,0.7499998125000469,0.6703694376424411,31.52,0.22705181602923694,0.0009427883290062945,0.22705144163473376,0.23674094410834517,0.4552538005714314,0.33333322222225925,0.5632084629364983,2.11
AUG_9,2,-289.2367,0.6078584817791619,0.5900361739670037,0.6078574405842526,0.5586429813628291,0.878778088877267,0.7499998125000469,0.8462983901662158,21.93,0.09732416541144445,0.002136257378927884,0.09732399799265538,0.12619590156946467,0.37275192658977147,0.7499998125000469,0.6703694376424411,31.52,0.22705181602923694,0.0009427883290062945,0.22705144163473376,0.23674094410834517,0.4552538005714314,0.33333322222225925,0.5632084629364983,29.06
AUG_9,3,-156.7879,0.6078584817791619,0.5900361739670037,0.6078574405842526,0.5586429813628291,0.878778088877267,0.7499998125000469,0.8462983901662158,56.53,0.09732416541144445,0.002136257378927884,0.09732399799265538,0.12619590156946467,0.37275192658977147,0.7499998125000469,0.6703694376424411,6.43,0.22705181602923694,0.0009427883290062945,0.22705144163473376,0.23674094410834517,0.4552538005714314,0.33333322222225925,0.5632084629364983,6.69
AUG_10,0,-138.2511,0.5400174467313263,0.5191118309832408,0.5400165217406692,0.5510693726798338,0.9810905364286088,0.0,0.9011838062362217,211.2,0.07924089391083941,0.0015652313584028543,0.07924075759922092,0.07716580290169446,0.5813829999504254,0.7499998125000469,0.7441474825153224,2.11,0.167539939416099,0.0004041167318699898,0.16753966315302612,0.15427313562715056,0.2792144750945316,0.33333322222225925,0.06419138150554508,23.51
AUG_10,1,-63.9634,0.5400174467313263,0.5191118309832408,0.5400165217406692,0.5510693726798338,0.9810905364286088,0.0,0.9011838062362217,211.2,0.07924089391083941,0.0015652313584028543,0.07924075759922092,0.07716580290169446,0.5813829999504254,0.7499998125000469,0.7441474825153224,29.09,0.167539939416099,0.0004041167318699898,0.16753966315302612,0.15427313562715056,0.2792144750945316,0.33333322222225925,0.06419138150554508,2.1
AUG_10,2,-158.0257,0.5400174467313263,0.5191118309832408,0.5400165217406692,0.5510693726798338,0.9810905364286088,0.0,0.9011838062362217,9.45,0.07924089391083941,0.0015652313584028543,0.07924075759922092,0.07716580290169446,0.5813829999504254,0.7499998125000469,0.7441474825153224,29.09,0.167539939416099,0.0004041167318699898,0.16753966315302612,0.15427313562715056,0.2792144750945316,0.33333322222225925,0.06419138150554508,23.51
AUG_10,3,59.4901,0.5400174467313263,0.5191118309832408,0.5400165217406692,0.5510693726798338,0.9810905364286088,0.0,0.9011838062362217,50.44,0.07924089391083941,0.0015652313584028543,0.07924075759922092,0.07716580290169446,0.5813829999504254,0.7499998125000469,0.7441474825153224,6.21,0.167539939416099,0.0004041167318699898,0.16753966315302612,0.15427313562715056,0.2792144750945316,0.33333322222225925,0.06419138150554508,2.49
AUG_11,0,-131.0578,0.7933779427617211,0.7839873109390748,0.793376583792323,0.8140835684459725,0.09296996810858835,0.0,0.2497300692615291,279.42,0.08386119913294793,0.001699971583429818,0.08386105487339686,0.06111327316042324,0.11047088318393695,0.9999997500000625,0.040694235317598686,2.11,0.08038293308698209,0.00017669327678439598,0.08038280054046115,0.11461494745615662,0.7451886396319405,0.33333322222225925,0.8346397822902394,7.78
AUG_11,1,-64.0243,0.7933779427617211,0.7839873109390748,0.793376583792323,0.8140835684459725,0.09296996810858835,0.0,0.2497300692615291,279.42,0.08386119913294793,0.001699971583429818,0.08386105487339686,0.06111327316042324,0.11047088318393695,0.9999997500000625,0.040694235317598686,29.71,0.08038293308698209,0.00017669327678439598,0.08038280054046115,0.11461494745615662,0.7451886396319405,0.33333322222225925,0.8346397822902394,2.09
AUG_11,2,-282.3116,0.7933779427617211,0.7839873109390748,0.793376583792323,0.8140835684459725,0.09296996810858835,0.0,0.2497300692615291,31.92,0.08386119913294793,0.001699971583429818,0.08386105487339686,0.06111327316042324,0.11047088318393695,0.9999997500000625,0.040694235317598686,29.71,0.08038293308698209,0.00017669327678439598,0.08038280054046115,0.11461494745615662,0.7451886396319405,0.33333322222225925,0.8346397822902394,7.78
AUG_11,3,60.4175,0.7933779427617211,0.7839873109390748,0.793376583792323,0.8140835684459725,0.09296996810858835,0.0,0.2497300692615291,73.19,0.08386119913294793,0.001699971583429818,0.08386105487339686,0.06111327316042324,0.11047088318393695,0.9999997500000625,0.040694235317598686,6.26,0.08038293308698209,0.00017669327678439598,0.08038280054046115,0.11461494745615662,0.7451886396319405,0.33333322222225925,0.8346397822902394,2.3
AUG_12,0,-133.9135,0.9707103775417464,0.9693793294661496,0.9707087148213371,0.9622491247445121,0.9886156818861549,0.24999993750001562,0.7449355528838683,327.17,0.13379714302959536,0.04996019232560441,0.13379691286933068,0.10174002427346704,0.3918802697447108,0.9999997500000625,0.48052868859478826,2.12,0.1050014625974593,0.00019335040358856332,0.10500128945649476,0.07546198750651475,0.023966156417739925,0.0,0.2671489428504966,10.52
AUG_12,1,-64.6903,0.9707103775417464,0.9693793294661496,0.9707087148213371,0.9622491247445121,0.9886156818861549,0.24999993750001562,0.7449355528838683,327.17,0.13379714302959536,0.04996019232560441,0.13379691286933068,0.10174002427346704,0.3918802697447108,0.9999997500000625,0.48052868859478826,36.41,0.1050014625974593,0.00019335040358856332,0.10500128945649476,0.07546198750651475,0.023966156417739925,0.0,0.2671489428504966,2.09
AUG_12,2,-286.2933,0.9707103775417464,0.9693793294661496,0.9707087148213371,0.9622491247445121,0.9886156818861549,0.24999993750001562,0.7449355528838683,41.48,0.13379714302959536,0.04996019232560441,0.13379691286933068,0.10174002427346704,0.3918802697447108,0.9999997500000625,0.48052868859478826,36.41,0.1050014625974593,0.00019335040358856332,0.10500128945649476,0.07546198750651475,0.023966156417739925,0.0,0.2671489428504966,10.52
AUG_12,3,58.2068,0.9707103775417464,0.9693793294661496,0.9707087148213371,0.9622491247445121,0.9886156818861549,0.24999993750001562,0.7449355528838683,89.12,0.13379714302959536,0.04996019232560441,0.13379691286933068,0.10174002427346704,0.3918802697447108,0.9999997500000625,0.48052868859478826,7.24,0.1050014625974593,0.00019335040358856332,0.10500128945649476,0.07546198750651475,0.023966156417739925,0.0,0.2671489428504966,2.34
AUG_13,0,-138.0784,0.7767223491599032,0.7665747370834348,0.77672101871971,0.6907675686262651,0.5871127800519773,0.24999993750001562,0.1216981914410982,274.94,0.2110308244723054,0.07320722025347015,0.21103046145326548,0.21821220626468157,0.21664692656040033,0.7499998125000469,0.1315851605347455,2.13,0.13661367693485788,0.00023750999718620956,0.13661345166729297,0.15362727990097402,0.5865299749121191,0.9999996666667778,0.2597962851749792,20.63
AUG_13,1,-65.2555,0.7767223491599032,0.7665747370834348,0.77672101871971,0.6907675686262651,0.5871127800519773,0.24999993750001562,0.1216981914410982,274.94,0.2110308244723054,0.07320722025347015,0.21103046145326548,0.21821220626468157,0.21664692656040033,0.7499998125000469,0.1315851605347455,46.77,0.13661367693485788,0.00023750999718620956,0.13661345166729297,0.15362727990097402,0.5865299749121191,0.9999996666667778,0.2597962851749792,2.1
AUG_13,2,-290.1601,0.7767223491599032,0.7665747370834348,0.77672101871971,0.6907675686262651,0.5871127800519773,0.24999993750001562,0.1216981914410982,31.02,0.2110308244723054,0.07320722025347015,0.21103046145326548,0.21821220626468157,0.21664692656040033,0.7499998125000469,0.1315851605347455,46.77,0.13661367693485788,0.00023750999718620956,0.13661345166729297,0.15362727990097402,0.5865299749121191,0.9999996666667778,0.2597962851749792,20.63
AUG_13,3,-74.7021,0.7767223491599032,0.7665747370834348,0.77672101871971,0.6907675686262651,0.5871127800519773,0.24999993750001562,0.1216981914410982,71.7,0.2110308244723054,0.07320722025347015,0.21103046145326548,0.21821220626468157,0.21664692656040033,0.7499998125000469,0.1315851605347455,21.18,0.13661367693485788,0.00023750999718620956,0.13661345166729297,0.15362727990097402,0.5865299749121191,0.9999996666667778,0.2597962851749792,2.4
AUG_14,0,-131.8873,0.9941680190845988,0.9939030976132942,0.9941663161838223,0.8905533093929473,0.8130298800207774,0.49999987500003124,0.002638751971988629,333.48,0.05624572197980784,0.0009855647064920116,0.05624562522489988,0.0584463492203847,0.05171751651129983,0.24999993750001562,0.9648064674916947,2.1,0.09008319331385024,0.00018227102891104372,0.09008304477219581,0.14391149652253513,0.7724668021405434,0.0,0.28611962520651674,8.45
AUG_14,1,-63.6476,0.9941680190845988,0.9939030976132942,0.9941663161838223,0.8905533093929473,0.8130298800207774,0.49999987500003124,0.002638751971988629,333.48,0.05624572197980784,0.0009855647064920116,0.05624562522489988,0.0584463492203847,0.05171751651129983,0.24999993750001562,0.9648064674916947,26.01,0.09008319331385024,0.00018227102891104372,0.09008304477219581,0.14391149652253513,0.7724668021405434,0.0,0.28611962520651674,2.09
AUG_14,2,-283.4319,0.9941680190845988,0.9939030976132942,0.9941663161838223,0.8905533093929473,0.8130298800207774,0.49999987500003124,0.002638751971988629,42.74,0.05624572197980784,0.0009855647064920116,0.05624562522489988,0.0584463492203847,0.05171751651129983,0.24999993750001562,0.9648064674916947,26.01,0.09008319331385024,0.00018227102891104372,0.09008304477219581,0.14391149652253513,0.7724668021405434,0.0,0.28611962520651674,8.45
AUG_14,3,60.5141,0.9941680190845988,0.9939030976132942,0.9941663161838223,0.8905533093929473,0.8130298800207774,0.49999987500003124,0.002638751971988629,91.22,0.05624572197980784,0.0009855647064920116,0.05624562522489988,0.0584463492203847,0.05171751651129983,0.24999993750001562,0.9648064674916947,6.01,0.09008319331385024,0.00018227102891104372,0.09008304477219581,0.14391149652253513,0.7724668021405434,0.0,0.28611962520651674,2.31
AUG_15,0,-131.6929,0.5742438866282835,0.554893828717404,0.5742429030114887,0.4869453903729318,0.28453704274955405,0.9999997500000625,0.196501255163835,220.42,0.1129361277135321,0.00274227513454814,0.11293593343876315,0.11689365679649402,0.15980143246208445,0.24999993750001562,0.3151844178406067,2.11,0.08866008408485508,0.0001813855135503877,0.08865993788982034,0.11835536117258404,0.46261238975728186,0.0,0.41193057573077196,8.33
AUG_15,1,-64.3063,0.5742438866282835,0.554893828717404,0.5742429030114887,0.4869453903729318,0.28453704274955405,0.9999997500000625,0.196501255163835,220.42,0.1129361277135321,0.00274227513454814,0.11293593343876315,0.11689365679649402,0.15980143246208445,0.24999993750001562,0.3151844178406067,33.61,0.08866008408485508,0.0001813855135503877,0.08865993788982034,0.11835536117258404,0.46261238975728186,0.0,0.41193057573077196,2.09
AUG_15,2,-281.6602,0.5742438866282835,0.554893828717404,0.5742429030114887,0.4869453903729318,0.28453704274955405,0.9999997500000625,0.196501255163835,20.11,0.1129361277135321,0.00274227513454814,0.11293593343876315,0.11689365679649402,0.15980143246208445,0.24999993750001562,0.3151844178406067,33.61,0.08866008408485508,0.0001813855135503877,0.08865993788982034,0.11835536117258404,0.46261238975728186,0.0,0.41193057573077196,8.33
